-30.448309280404125,0.0,30.0
-14.132097380494997,0.0,30.0
4.110746223901509,0.0,30.0
-8.7559012726072,0.0,30.0
9.05455665783019,0.0,30.0
11.997928288674064,0.0,30.0
-27.89884676820388,0.0,30.0
-5.304907977876953,0.0,30.0
-63.96283797484604,0.0,30.0
34.36085131555422,0.0,30.0
-18.872722829824664,0.0,30.0
-36.11549922006655,0.0,30.0
-7.618340502684354,0.0,30.0
-42.85940593896293,0.0,30.0
-0.6257285310480081,0.0,30.0
-16.819949895845536,0.0,30.0
65.33336127552462,0.0,30.0
34.15396161988785,0.0,30.0
-74.90659509553507,0.0,30.0
13.239807951828254,0.0,30.0
-41.94413627433222,0.0,30.0
-7.651655396424173,0.0,30.0
4.932122199561857,0.0,30.0
22.432020864243675,0.0,30.0
-8.191408482087205,0.0,30.0
47.28900439638225,0.0,30.0
-14.428114553365356,0.0,30.0
9.825363624890574,0.0,30.0
19.942023618827836,0.0,30.0
2.555657781634807,0.0,30.0
26.428583561431434,0.0,30.0
9.696394135427925,0.0,30.0
-23.524385509922624,0.0,30.0
-54.16120054158269,0.0,30.0
55.75778845667115,0.0,30.0
-18.13590266323377,0.0,30.0
3.1007916693194417,0.0,30.0
16.895008654379335,0.0,30.0
3.407909902020052,0.0,30.0
-27.141786383940953,0.0,30.0
-14.03143747355569,0.0,30.0
-3.74669841669321,0.0,30.0
44.3687547451209,0.0,30.0
-25.82447070020883,0.0,30.0
23.540054018634645,0.0,30.0
9.258694198455885,0.0,30.0
-7.015801263874586,0.0,30.0
-31.70918237880393,0.0,30.0
-8.524228638784917,0.0,30.0
-2.6007084737791537,0.0,30.0
-44.08185223459071,0.0,30.0
5.765467346123565,0.0,30.0
-24.668798288705254,0.0,30.0
-2.8272176387917054,0.0,30.0
10.086400228627209,0.0,30.0
-27.139621777405114,0.0,30.0
-8.647690836170893,0.0,30.0
10.501882726025334,0.0,30.0
-55.07577427512915,0.0,30.0
31.079277247364413,0.0,30.0
72.73383434818093,0.0,30.0
28.782015282239264,0.0,30.0
-9.473159850282254,0.0,30.0
12.858680395781878,0.0,30.0
-31.079543355401785,0.0,30.0
56.33596381487575,0.0,30.0
28.221132100563953,0.0,30.0
23.62037339805739,0.0,30.0
-26.27622785870017,0.0,30.0
9.598474031469937,0.0,30.0
-16.748828545527108,0.0,30.0
-9.342882556406838,0.0,30.0
-17.100297499265572,0.0,30.0
-30.77200846886138,0.0,30.0
-27.262367606229756,0.0,30.0
-6.296920021667724,0.0,30.0
-50.965922525178314,0.0,30.0
18.22801727538252,0.0,30.0
-3.5339486780388736,0.0,30.0
20.974810009325,0.0,30.0
8.089459251497935,0.0,30.0
14.828611661382322,0.0,30.0
-44.49363067547696,0.0,30.0
-30.607931570488955,0.0,30.0
-13.409850322335826,0.0,30.0
3.2897577398280786,0.0,30.0
33.862093560848486,0.0,30.0
-8.698891224000839,0.0,30.0
37.84652154423445,0.0,30.0
14.26274435121814,0.0,30.0
3.4823350298742994,-20.0,20.0
-17.46105863912708,-20.0,20.0
-33.13631857896165,-20.0,20.0
-49.6279814315756,-20.0,20.0
-16.89022008192212,-20.0,20.0
-3.628972629579991,-20.0,20.0
-25.85176261668788,-20.0,20.0
-30.815728329770515,-20.0,20.0
